"source_id","name","latitude","longitude_west_360","longitude","jiram_detections_by_orbit","max_spectral_radiance_gw_um","max_unsaturated_spectral_radiance_gw_um","avg_unsaturated_spectral_radiance_gw_um","min_unsaturated_spectral_radiance_gw_um","earlier_detections","notes","source"
"JRM104","Shamash Patera","-35.4","152.4","-152.4","10, 16, 27o, 35","1.756231949","1.756231949","1.039191478","0.670479781","NIMS, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM106","Prometheus A","-1.3","152.5","-152.5","7, 16, 17, 43","7.578371942","5.396511671","4.61710746","3.837703249","NIMS, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM105","JRM105","69.2","153.6","-153.6","7, 17, 25i, 41, 43","0.341234233","0.341234233","0.020028672","0.014318748","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM260","Prometheus B","-1.6","155.3","-155.3","43","0.580765208","0.580765208","0.580765208","0.580765208","NIMS","Close to JRM106","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM253","Chaac Patera","10.6","157","-157","16","0.091305853","0.091305853","0.091305853","0.091305853","NIMS, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM107","Illyrikon C","-64","157.7","-157.7","10, 27o, 35","0.178531004","0.178531004","0.161380234","0.114739897","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM108","Tohil Patera","-26.3","157.8","-157.8","16, 27o, 35","5.330980387","5.330980387","1.85503568","1.002024103","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM254","Reshef Patera","27.7","158.3","-158.3","16","0.03339084","0.03339084","0.03339084","0.03339084","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM109","P243","56.7","161.2","-161.2","7","0.010748391","0.010748391","0.010748391","0.010748391","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM110","Culann Patera","-18.5","161.9","-161.9","7, 10, 16, 27o","7.030581962","7.030581962","5.368999025","3.519886397","NIMS, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM111","JRM111","46","162.6","-162.6","7, 43","0.024629164","0.024629164","0.023799975","0.022970786","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM112","Thomagata Patera","25.5","165.5","-165.5","7","0.052488537","0.052488537","0.052488537","0.052488537","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM252","Michabo Patera","0.9","168.5","-168.5","16","0.02927584","0.02927584","0.02927584","0.02927584","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM113","Volund B","32.6","173.7","-173.7","16, 17, 18, 25i, 37i, 41, 43","9.859967645","8.250800636","2.618288972","1.015535654","NIMS","Two spots in PJ43","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM114","Volund A","26.5","174","-174","7, 16, 17, 25i, 35i, 37i, 43","7.291559679","4.667067146","2.91230922","2.071602966","NIMS, Cantrall2018","Three spots in PJ43","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM116","Odqan Patera","-41.9","174.4","-174.4","10, 16, 27o, 32i, 35","0.868348051","0.868348051","0.642518928","0.334619947","NIMS, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM115","Zamama","18.8","174.4","-174.4","7, 16, 17, 25i, 32i, 37i, 43","1.916032986","1.916032986","1.551376953","0.72859346","NIMS, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM117","JRM117","49.5","176","-176","7, 16, 17, 18, 25i, 41, 43","0.103992819","0.103992819","0.066923334","0.021005776","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM118","Wanajo Patera","-59","178.5","-178.5","10, 25o, 27o, 37o","6.355844689","2.581796976","1.856941647","0.274795738","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM119","Illyrikon A","-74.7","181","179","9, 10, 25o, 27o, 32o, 35, 37o","0.762193263","0.762193263","0.464847667","0.270408042","deKleer2019","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM120","P26","-5.9","187.1","172.9","7, 16, 25i, 32i, 37i","1.575211661","1.575211661","1.061162478","0.133437778","Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM263","Fd1280","42.9","188.9","171.1","43","0.025389775","0.025389775","0.025389775","0.025389775","","Close to JRM121","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM255","JRM255","-26.1","189.8","170.2","16","0.148096445","0.148096445","0.148096445","0.148096445","NIMS?","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM121","Fo Patera A","42.7","190.8","169.2","7, 16, 17, 25i, 32i, 37i, 41, 43","0.716022844","0.716022844","0.38170431","0.165732163","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM123","P77","28","191.5","168.5","7, 16, 17, 25i, 37i, 41, 43","1.30058287","1.30058287","0.687533334","0.317377103","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM122","Fo Patera B","40.8","192.2","167.8","25i, 43","0.233407498","0.233407498","0.187370641","0.141333784","","Close to JRM121","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM124","Illyrikon B","-79.2","192.3","167.7","10, 35","0.368884515","0.368884515","0.220172002","0.071459488","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM125","P10","1.2","192.6","167.4","37i","0.071539016","0.071539016","0.071539016","0.071539016","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM126","Sethlaus Patera","-52","193.8","166.2","10, 25o, 27o, 35, 37i, 37o","7.624472375","7.624472375","2.545506925","0.941360161","NIMS, LEISA?, deKleer2014?","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM127","P139","-62.5","197","163","10","0.088008362","0.088008362","0.088008362","0.088008362","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM128","JRM128","82.5","199.1","160.9","7, 37i, 41, 43","0.158786392","0.158786392","0.057056999","0.030092003","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM129","Rata Patera","-35.4","199.5","160.5","10","0.415914626","0.415914626","0.415914626","0.415914626","NIMS, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM130","JRM130","70.1","201.2","158.8","25i","0.030708969","0.030708969","0.030708969","0.030708969","NIMS?","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM131","Gabija Patera","-52","202.3","157.7","10","5.073987733","5.073987733","2.54210158","0.010215427","NIMS, PPR, LEISA?, Cantrall2018?","Could be a detection of JRM249","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM132","Lei-Kung J","49.4","202.3","157.7","7, 18, 25i","0.413873098","0.413873098","0.090767609","0.066120582","","5.073987733","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM133","Lei-Kung A","40","202.7","157.3","7, 16, 17, 24, 25i, 32i, 33, 37i, 40, 41, 43","2.345640752","2.345640752","1.363914626","0.158345942","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM134","Lei-Kung B (P173 or P174)","42.9","203.7","156.3","37i, 41, 43","1.873206764","1.873206764","0.365243019","0.199345462","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM249","P137","-55.8","204.9","155.1","9, 32o, 35, 37o","4.418545345","4.418545345","3.946664928","0.340919707","NIMS, PPR, LEISA?","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM135","P24","-3.8","205.1","154.9","16, 25i, 32i, 37i","0.154146757","0.154146757","0.113198792","0.068662929","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM265","NE Isum","32.6","206.4","153.6","7, 24, 25i, 37i, 41, 43","7.858144523","7.858144523","3.958723331","3.419930157","NIMS","Close to JRM137","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM136","Lei-Kung L","67","206.6","153.4","7, 16, 17, 18, 24, 25i, 26, 37i, 41, 43","0.176044521","0.176044521","0.087132871","0.042236385","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM137","Isum Patera","29.8","208.5","151.5","16, 24, 25i, 32i, 33, 37i, 40, 43","13.5011614","11.85202639","8.806073479","4.503691589","NIMS, PPR, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM138","Lei-Kung N","38.9","208.9","151.1","37i","0.04403749","0.04403749","0.04403749","0.04403749","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM139","Lei-Kung G","46.8","210.6","149.4","25i, 32i, 33, 37i, 41, 43","0.238212587","0.238212587","0.117871487","0.044580126","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM140","Marduk A","-24.9","211.3","148.7","7, 10, 16, 25i, 25o, 27o, 32i, 33, 37i, 10","51.80616652","51.80616652","11.26567121","1.54338013","NIMS, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM141","Lei-Kung H (PV13)","43.2","214.4","145.6","7, 16, 17, 24, 25i, 32i, 37i, 41, 43","0.379842262","0.379842262","0.226178165","0.063033034","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM142","Ot Patera","-1.5","217.1","142.9","7, 16, 24, 25i, 32i, 33, 37i, 40, 43","10.83654322","10.83654322","2.957446198","0.265854794","NIMS, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM143","Mulungu Patera","16.9","217.5","142.5","7, 16, 24, 25i, 32i, 33, 37i, 40, 43","2.356831235","2.356831235","1.733279575","0.955939847","NIMS, PPR?, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM144","P22","-10.1","217.5","142.5","32i, 37i","0.307062579","0.307062579","0.268899616","0.230736653","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM145","Marduk B","-26.9","217.6","142.4","25o, 27o, 32i, 33, 35, 37i","25.45371549","25.45371549","12.40830018","5.947808821","","Close to JRM140","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM146","Kurdalagon Patera","-51.3","217.8","142.2","9, 10, 25o, 27o, 32i, 32o, 33, 35, 37i, 37o, 40","41.41950442","41.41950442","31.72968267","13.72927602","NIMS, PPR, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM147","Susanoo Patera","22.2","219.6","140.4","7, 16, 24, 25i, 32i, 33, 37i, 41, 43","18.14751911","4.12652895","1.228350001","0.621993041","NIMS, PPR?, Cantrall2018?","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM148","Lei-Kung E","49.5","219.8","140.2","7, 16, 17, 18, 24, 25i, 26, 32i, 33, 37i, 40, 41, 43","0.758371099","0.758371099","0.417210521","0.193647365","PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM149","P171","30.6","220.6","139.4","24, 25i","0.311619122","0.311619122","0.215548418","0.119477715","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM150","Lei-Kung F","59.8","220.8","139.2","7, 16, 18, 24, 25i, 32i, 37i, 41, 43","0.231104237","0.231104237","0.156549454","0.071026863","NIMS?, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM250","Lei-Kung O","44.6","225.6","134.4","25i","0.054320223","0.054320223","0.054320223","0.054320223","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM152","Wayland Patera","-32.6","225.7","134.3","32i, 37i","0.403607456","0.403607456","0.313311037","0.223014619","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM153","PFu1128","29.7","229.7","130.3","7, 24, 25i, 32i, 33, 37i, 41, 43","2.391375199","2.391375199","1.426044404","0.74806716","Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM154","P17","-4","230.8","129.2","25i, 32i, 37i, 40","0.988115938","0.988115938","0.168667951","0.112884276","NIMS, PPR, deKleer2019","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM155","P13","15.2","231.1","128.9","7, 24, 25i, 32i, 33, 37i, 40, 43","4.526807975","4.526807975","1.35898728","0.38858848","NIMS, deKleer2019","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM151","PFd454","-77","232","128","9, 10","0.183883978","0.183883978","0.13271257","0.081541162","NIMS?","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM156","Lei-Kung I","44","232.3","127.7","7, 25i, 37i","0.120800149","0.120800149","0.098652614","0.069224219","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM157","Kami-Nari Patera","-9","234.7","125.3","7, 37i","0.545426022","0.545426022","0.46156887","0.377711718","","Close to JRM158","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM158","Reiden Patera","-13.4","235.3","124.7","10, 24, 25i, 32i, 37i, 40","3.77160561","3.77160561","0.931892989","0.631104692","NIMS, PPR, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM159","East Girru","22","235.6","124.4","7, 25i, 37i, 41, 43","10.70754612","10.70754612","1.42970628","0.782848629","LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM160","Girru Patera","22.5","239.6","120.4","7, 24, 25i, 32i, 33, 37i, 40, 41, 43","8.916318253","6.058814708","4.026149892","1.020536933","NIMS, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM161","Lei-Kung M","72.6","240.5","119.5","25i, 41, 43","0.317535365","0.317535365","0.152800579","0.114514602","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM162","Llew Patera","12","242.1","117.9","7, 24, 25i, 32i, 33, 37i, 40, 43","1.071089291","1.071089291","0.603019506","0.138446288","NIMS, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM163","JRM163","-35.1","242.2","117.8","9, 10, 24, 25o, 27o, 32i, 32o, 33, 35, 37i, 37o, 40","36.16814011","36.16814011","7.361771926","3.826498151","deKleer2019","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM164","Pillan Patera","-11.5","242.9","117.1","7, 10, 24, 25i, 27o, 32i, 33, 37i, 40","23.37100052","16.53699971","4.463966998","2.005735035","NIMS, PPR, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM165","Heiseb Patera","29.7","243.8","116.2","7, 16, 24, 25i, 32i, 37i, 43","0.679409413","0.679409413","0.312286294","0.18466461","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM166","Olafat Patera","-62.7","244.1","115.9","9, 10, 25o, 27o, 32i, 32o, 33, 35, 37o, 40","2.716991497","2.716991497","1.145295327","0.229462525","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM167","Lei-Kung D","57.6","247","113","7, 16, 24, 25i, 32i, 37i, 41, 43","0.186206755","0.186206755","0.12552098","0.043290595","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM168","Chors Patera","68.2","249.3","110.7","7, 16, 17, 18, 24, 25i, 26, 32i, 33, 37i, 40, 41, 43","4.349088419","4.273718461","2.056029914","0.714079095","NIMS, PPR, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM169","PFu1237","38.2","251.1","108.9","7, 16, 25i","1.516370744","1.516370744","0.685873579","0.077447118","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM170","PV27","-38.6","254.2","105.8","25i","0.083435534","0.083435534","0.083435534","0.083435534","deKleer2019","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM171","JRM171","18.9","254.2","105.8","32i, 37i","0.198307932","0.198307932","0.160885316","0.1234627","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM172","Lei-Kung K","75.2","255.3","104.7","25i, 37i, 41, 43","0.313633868","0.313633868","0.106588873","0.090394001","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM173","Pele","-19","255.7","104.3","10, 24, 25i, 25o, 27o, 32i, 32o, 33, 35, 37i, 37o, 40","17.43275689","17.31329691","11.34305974","6.362357337","NIMS, PPR, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM174","PV197","-25.7","257.4","102.6","24, 32i, 37i, 37o","2.188828598","2.188828598","1.077962527","1.049287276","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM175","PV32","37.2","259.6","100.4","24, 25i, 32i, 33, 37i, 40, 43","0.217807926","0.217807926","0.1185711","0.019965927","NIMS, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM176","PFu1276","53","263.3","96.7","7, 16, 17, 24, 25i, 32i, 33, 37i, 40, 41, 43","0.863536907","0.863536907","0.4059018","0.241502367","NIMS, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM177","PV34","30.9","263.8","96.2","7, 25i","0.426200285","0.426200285","0.240431223","0.05466216","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM178","JRM178","-39.4","264.1","95.9","24, 37i","0.870814765","0.870814765","0.467795073","0.06477538","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM179","Shakuru Patera","23.8","265.5","94.5","24, 25i, 32i, 33, 37i, 40, 41, 43","2.746591574","2.746591574","1.355899817","0.408933496","NIMS, PPR, deKleer2019","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM180","Svarog Patera","-48.1","265.9","94.1","9, 10, 25o, 32o","3.158341536","3.158341536","1.226278899","0.593988033","NIMS, PPR, deKleer2019","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM181","Mithra Patera","-59.6","266.5","93.5","9, 10, 32o, 37o","1.082847537","1.082847537","0.807358916","0.512448203","NIMS, PPR, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM182","PV194","-54.2","269","91","10, 25o, 27o, 32i, 32o, 33, 35, 37i, 37o, 40","14.00536738","14.00536738","2.40949316","0.201090221","NIMS","Between Svarog and Mithra","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM183","JRM183","-16","271.5","88.5","9, 10, 25i, 32i, 32o, 37i, 37o, 40","0.257587056","0.257587056","0.159857328","0.088423672","PPR?","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM184","Babbar Patera","-39.3","271.6","88.4","9, 10, 24, 25o, 27o, 32i, 32o, 33, 37i, 37o, 40","3.643829845","3.643829845","2.342575661","1.282474041","NIMS, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM185","Lei-Kung C","72.6","272","88","7, 24, 25i, 26, 33, 37i, 41, 43","3.402252556","1.773579677","0.602262787","0.267268389","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM186","Daedalus Patera","19","273.7","86.3","7, 24, 25i, 32i, 33, 37i, 40, 41, 43","7.034249054","4.92383715","0.631452227","0.12222304","NIMS, PPR, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM187","Tabiti Patera","-7.6","275.3","84.7","10, 24, 25i, 25o, 27o, 32i, 32o, 33, 37i, 37o, 40","10.55912584","7.601232972","3.277219846","0.276603001","NIMS, PPR","Name approved by IAU Apr 2023","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM188","PV46","7","276.7","83.3","25i, 32i","1.188932121","1.188932121","0.675786935","0.162641749","","Close to JRM190","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM189","PV47","51.2","277.6","82.4","7, 25i","0.154356548","0.154356548","0.104244343","0.054132138","NIMS, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM190","PV49","6.6","279.5","80.5","24, 25i, 25o, 33, 37i, 37o, 40","1.03738191","1.03738191","0.364257912","0.137517593","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM191","Tiwaz Patera","-70.5","280.3","79.7","9, 10, 25o, 27o, 32o, 35, 37o","21.27214588","5.603648058","1.133877717","0.361058344","NIMS","Name approved by IAU Apr 2023","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM192","PV52","16.1","281.4","78.6","24, 25i, 32i","0.262344113","0.262344113","0.21072114","0.052303107","","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM193","PV54","3.5","283.1","76.9","24, 25i, 32o, 37i","0.505278925","0.505278925","0.375551477","0.032523563","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM194","Ulgen Patera","-40.8","287","73","9, 10, 24, 25o, 27o, 32i, 32o, 33, 35, 37i, 37o, 40","32.70420741","32.70420741","8.739844866","4.786165043","NIMS, PPR, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM195","Hephaestus Patera","1.4","289.5","70.5","9, 24, 25i, 25o, 32i, 32o, 33, 37i, 37o, 40","0.969181108","0.969181108","0.356983062","0.206270697","NIMS, PPR, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM196","Shurdi Patera","-38.5","290.5","69.5","32i, 33, 37i","3.156788287","3.156788287","2.599887596","0.779713453","NIMS, LEISA, deKleer2019","Close to JRM194; Name approved by IAU Apr 2023","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM197","Vivasvant Patera","75.2","292.8","67.2","7, 11, 16, 17, 18, 24, 25i, 26, 27i, 32i, 33, 37i, 40, 41, 43","22.31558625","22.31558625","8.59298937","4.70519703","NIMS, PPR","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM198","Xihe","-58.3","292.9","67.1","9, 10, 25o, 27o, 32i, 32o, 33, 35, 37o, 40","21.77336399","21.77336399","16.66066702","13.56866155","PPR?, LEISA, Cantrall2018","Name approved by IAU May 2023","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM199","Gibil Patera ","-14.9","294.6","65.4","9, 10, 24, 25i, 25o, 32i, 32o, 33, 37i, 37o, 40","0.95465131","0.95465131","0.70311089","0.449309774","NIMS, PPR, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM200","Purgine Patera","-2.8","297.2","62.8","24, 25i, 32i, 32o, 37i, 37o","0.274857528","0.274857528","0.177700647","0.116243086","NIMS","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM201","Dazhbog Patera","55.1","301.3","58.7","7, 11, 17, 18, 24, 25i, 26, 27i, 32i, 33, 37i, 40, 41, 43","3.523801212","3.523801212","2.423491345","0.860317035","NIMS, PPR, LEISA, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM202","E Aten","-49.2","304.6","55.4","9, 10, 25o, 32o, 37o","0.985418657","0.985418657","0.864490544","0.605646425","PPR?, LEISA?","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM203","Rarog Patera","-41","305","55","9, 10, 20, 24, 25o, 27o, 32i, 32o, 33, 37o","3.24782327","3.24782327","1.19999261","0.206171886","NIMS, PPR, LEISA?, Cantrall2018","","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
"JRM205","Mandulis Patera","-30.5","305.2","54.8","10, 20, 25o","1.219171376","1.219171376","0.714185527","0.441881431","NIMS?, PPR?, Cantrall2018?","Name approved by IAU Apr 2023","Davies et al. 2024 Nature Astronomy Supplementary Table S1; Juno JIRAM PJ5-PJ43"
